Number	BioSampleName	ServiceId	ServiceName	ServiceEName	SampleInfo_TotalLength	SampleInfo_NumRecords	SampleInfo_Context	SampleInfo_DNABarcodeName	RunDetails_WellSampleName	RunDetails_BioSampleUniqueId	RunDetails_InstrumentId	RunDetails_InstrumentName	RunDetails_WellUniqueId	RunDetails_TimeStampedName	RunDetails_RunName	RunDetails_CreatedBy	RunDetails_WhenCreated	RunDetails_WhenStarted	WellInfo_Name	WellInfo_WellName	WellInfo_Application	WellInfo_Concentration	WellInfo_OnPlateLoadingConcentration	WellInfo_InsertSize	WellInfo_IsoSeq	WellInfo_IsCCS	WellInfo_SampleReuseEnabled	WellInfo_StageHotstartEnabled	WellInfo_SizeSelectionEnabled	WellInfo_UseCount	WellInfo_DNAControlComplex	CellStat_ZMWs_input	CellStat_ZMWs_pass_filters	CellStat_ZMWs_fail_filters	CellStat_ZMWs_shortcut_filters	CellStat_ZMWs_with_tandem_repeats	CellStat_Below_SNR_threshold	CellStat_Median_length_filter	CellStat_Lacking_full_passes	CellStat_Heteroduplex_insertions	CellStat_Coverage_drops	CellStat_Insufficient_draft_cov	CellStat_Draft_too_different	CellStat_Draft_generation_error	CellStat_Draft_above_--max-length	CellStat_Draft_below_--min-length	CellStat_Reads_failed_polishing	CellStat_Empty_coverage_windows	CellStat_CCS_did_not_converge	CellStat_CCS_adapter_concatenation	CellStat_CCS_adapter_palindrome	CellStat_CCS_adapter_residue	CellStat_CCS_below_minimum_RQ	CellStat_Unknown_error	CellStat_ZMWs_missing_adapters	BAMPath	BamFileUniqueId	WellInfo_LibraryType	CellStat_ZMW_with_full-length_subread	CellStat_ZMW_with_control_failure	CellStat_ZMW_with_control_success	CellStat_HiFi_Reads	CellStat_HiFi_Yield_(bp)	CellStat_HiFi_Read_Length_(mean,_bp)	CellStat_HiFi_Read_Length_(median,_bp)	CellStat_HiFi_Read_Length_N50_(bp)	CellStat_HiFi_Read_Quality_(median)	CellStat_HiFi_Number_of_Passes_(mean)	CellStat_<Q20_Reads	CellStat_<Q20_Yield_(bp)	CellStat_<Q20_Read_Length_(mean,_bp)	CellStat_<Q20_Read_Length_(median,_bp)	CellStat_<Q20_Read_Quality_(median)	CellStat_>=Q30_Reads	CellStat_>=Q30_Yield_(bp)	CellStat_>=Q30_Read_Length_(mean,_bp)	CellStat_>=Q30_Read_Length_(median,_bp)	CellStat_>=Q30_Read_Quality_(median)	CellStat_Base_quality_>=Q30_(bp)	RunDetails_WhenCompleted	CellStat_Inputs	CellStat_Passed	CellStat_Failed	CellStat_Tandem_repeats	CellStat_Shortcut_filters	CellStat_Missing_adapters	XMLFilePath	Sample ID	RunDetails_WellSampleName_tmp
478	2017-123-C	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	110,099,497,321	7,625,270	m84210_240818_021602_s2	bc2044--bc2044	2017-123-C-Cell8 (2017-123-C)	d81f3d4e-302a-4102-bc3f-78f0ada57256	84210	Revio02-84210	a97aea0e-f608-4c42-9e8b-2e4dc12e8289	r84210_20240816_101707	2-20240816-19kb-8cell_Revio	admin	2024-08-16 09:05:34.831000+00:00	2024-08-16T10:17:54.555022Z	2017-123-C	D01	otherWGS	0	225	19946	false	true	false	false	false	0	Revio sequencing control	18,130,153	7,893,458 (43.54%)	10,236,695 (56.46%)	0 (0.000%)	37,132 (0.363%)	256,977 (2.510%)	764,260 (7.466%)	6,518,207 (63.68%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,372 (0.023%)	5,686 (0.056%)	0 (0.000%)	1 (0.000%)	15 (0.000%)	58 (0.001%)	0 (0.000%)	0 (0.000%)	180,775 (2.290%)	/dlst/tmp-Revio/r84210_20240816_101707/2_D01/hifi_reads/m84210_240818_021602_s2.hifi_reads.bc2044.bam	675ce7d3-bc56-4125-9045-4d287f2949d0		2,687,585 (26.25%)	1,325 (0.013%)	209 (0.002%)	7,641,226	110,566,731,574	14,469	14,400	14,400	37	11	252,232	3,855,009,470	15,283	15,109	17	5,857,877	80,589,418,227	13,757	13,767	40	103,827,055,234 (93.9%)								/dlst/tmp-Revio/r84210_20240816_101707/2_D01/pb_formats/m84210_240818_021602_s2.hifi_reads.bc2044.consensusreadset.xml	Botry DNA pooling	2017-123-C
479	2017-116-H	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	83,288,538,916	6,610,711	m84210_240816_162356_s2	bc2038--bc2038	2017-116-H-Cell4 (2017-116-H)	b4b2d7f0-06a4-4f4f-97e9-64389ca8b339	84210	Revio02-84210	02501f31-6d4b-44f6-87c0-653a67b81d89	r84210_20240816_101707	2-20240816-19kb-8cell_Revio	admin	2024-08-16 09:05:34.831000+00:00	2024-08-16T10:17:54.555022Z	2017-116-H	D01	otherWGS	0	225	22927	false	true	false	false	false	0	Revio sequencing control	17,598,999	6,859,117 (38.97%)	10,739,882 (61.03%)	0 (0.000%)	32,426 (0.302%)	266,121 (2.478%)	1,267,591 (11.80%)	6,826,440 (63.56%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	1 (0.000%)	0 (0.000%)	0 (0.000%)	2,354 (0.022%)	5,087 (0.047%)	0 (0.000%)	7 (0.000%)	25 (0.000%)	67 (0.001%)	0 (0.000%)	0 (0.000%)	201,162 (2.933%)	/dlst/tmp-Revio/r84210_20240816_101707/1_D01/hifi_reads/m84210_240816_162356_s2.hifi_reads.bc2038.bam	5c146cdf-0f3c-4e05-bbdf-07e77efe8c68		2,370,570 (22.07%)	1,401 (0.013%)	218 (0.002%)	6,627,542	83,721,178,610	12,632	11,694	11,694	37	14	231,575	3,266,410,646	14,105	13,761	17	5,104,772	59,305,046,011	11,617	10,393	41	78,167,638,256 (93.4%)								/dlst/tmp-Revio/r84210_20240816_101707/1_D01/pb_formats/m84210_240816_162356_s2.hifi_reads.bc2038.consensusreadset.xml	Botry DNA pooling	2017-116-H
480	2017-120-G	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	93,471,017,884	5,629,544	m84210_240818_001636_s1	bc2041--bc2041	2017-120-G-Cell7 (2017-120-G)	682fa790-02fe-41fa-b33c-37077dfcc442	84210	Revio02-84210	991cb9b3-1d3a-4dec-bb29-e0883dc5fd34	r84210_20240816_101707	2-20240816-19kb-8cell_Revio	admin	2024-08-16 09:05:34.831000+00:00	2024-08-16T10:17:54.555022Z	2017-120-G	C01	otherWGS	0	225	19711	false	true	false	false	false	0	Revio sequencing control	16,580,610	5,861,084 (35.35%)	10,719,526 (64.65%)	0 (0.000%)	31,141 (0.291%)	273,380 (2.550%)	1,122,214 (10.47%)	7,135,860 (66.57%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,687 (0.025%)	5,672 (0.053%)	0 (0.000%)	5 (0.000%)	12 (0.000%)	54 (0.001%)	0 (0.000%)	0 (0.000%)	349,610 (5.965%)	/dlst/tmp-Revio/r84210_20240816_101707/2_C01/hifi_reads/m84210_240818_001636_s1.hifi_reads.bc2041.bam	2982e4d8-aa1a-48b6-8436-0f841876c4ce		2,177,842 (20.32%)	1,562 (0.015%)	237 (0.002%)	5,659,383	94,125,012,874	16,631	15,806	15,806	35	9	201,701	3,441,976,555	17,064	16,268	17	4,162,292	66,948,178,913	16,084	15,307	38	87,846,032,550 (93.3%)								/dlst/tmp-Revio/r84210_20240816_101707/2_C01/pb_formats/m84210_240818_001636_s1.hifi_reads.bc2041.consensusreadset.xml	Botry DNA pooling	2017-120-G
481	2017-110-H	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	109,020,701,915	7,724,287	m84065_240816_161752_s4	bc2030--bc2030	2017-110-H-Cell4 (2017-110-H)	59aa58b3-08db-4790-8190-47c1af51aa6d	84065	Revio01-84065	248c4e84-2285-45b0-a063-dfeb4d092cc1	r84065_20240816_101620	1-20240816-20kb-8cell_Revio	admin	2024-08-16 09:06:27.825000+00:00	2024-08-16T10:17:05.6066221Z	2017-110-H	D01	otherWGS	0	225	20512	false	true	false	false	false	0	Revio sequencing control	18,869,339	8,046,724 (42.64%)	10,822,615 (57.36%)	0 (0.000%)	51,438 (0.475%)	240,071 (2.218%)	854,717 (7.898%)	6,881,130 (63.58%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,947 (0.027%)	8,545 (0.079%)	0 (0.000%)	0 (0.000%)	14 (0.000%)	47 (0.000%)	0 (0.000%)	0 (0.000%)	245,557 (3.052%)	/dlst/tmp-Revio/r84065_20240816_101620/1_D01/hifi_reads/m84065_240816_161752_s4.hifi_reads.bc2030.bam	381c1b04-035c-44a5-920c-0887af2add81		2,833,905 (26.19%)	1,061 (0.010%)	177 (0.002%)	7,743,495	109,533,872,763	14,145	14,094	14,094	37	12	303,229	4,544,910,405	14,988	14,942	17	5,877,564	78,226,824,312	13,309	13,275	40	102,602,884,198 (93.7%)								/dlst/tmp-Revio/r84065_20240816_101620/1_D01/pb_formats/m84065_240816_161752_s4.hifi_reads.bc2030.consensusreadset.xml	Botry DNA pooling	2017-110-H
482	2017-113-K	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	94,485,371,169	6,807,504	m84065_240818_020950_s4	bc2036--bc2036	2017-113-K-Cell8 (2017-113-K)	66a03952-2f7b-43ab-8908-aa274a6e3020	84065	Revio01-84065	f2e4b60a-b8e2-4a3f-bedd-5c374f64a284	r84065_20240816_101620	1-20240816-20kb-8cell_Revio	admin	2024-08-16 09:06:27.825000+00:00	2024-08-16T10:17:05.6066221Z	2017-113-K	D01	otherWGS	0	225	22782	false	true	false	false	false	0	Revio sequencing control	17,933,562	7,110,748 (39.65%)	10,822,814 (60.35%)	0 (0.000%)	39,582 (0.366%)	242,392 (2.240%)	921,468 (8.514%)	7,025,606 (64.92%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	3 (0.000%)	0 (0.000%)	0 (0.000%)	2,857 (0.026%)	7,561 (0.070%)	0 (0.000%)	3 (0.000%)	13 (0.000%)	38 (0.000%)	0 (0.000%)	0 (0.000%)	280,642 (3.947%)	/dlst/tmp-Revio/r84065_20240816_101620/2_D01/hifi_reads/m84065_240818_020950_s4.hifi_reads.bc2036.bam	b28e7f8c-bc7a-4bd0-a26e-efcdb8633add		2,621,222 (24.22%)	1,396 (0.013%)	254 (0.002%)	6,829,627	95,014,126,284	13,912	13,842	13,842	36	12	281,121	4,290,617,131	15,262	15,338	17	5,066,295	64,491,885,546	12,729	12,469	39	88,171,394,423 (92.8%)								/dlst/tmp-Revio/r84065_20240816_101620/2_D01/pb_formats/m84065_240818_020950_s4.hifi_reads.bc2036.consensusreadset.xml	Botry DNA pooling	2017-113-K
483	2017-109-c	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	112,150,633,001	7,410,703	m84065_240816_141825_s3	bc2029--bc2029	2017-109-c-Cell3 (2017-109-c)	03380377-adeb-4456-ad56-27ddd2ee9b12	84065	Revio01-84065	522591bf-9f95-4fdc-96b5-8fe01d567318	r84065_20240816_101620	1-20240816-20kb-8cell_Revio	admin	2024-08-16 09:06:27.825000+00:00	2024-08-16T10:17:05.6066221Z	2017-109-c	C01	otherWGS	0	225	22434	false	true	false	false	false	0	Revio sequencing control	18,690,093	7,751,557 (41.47%)	10,938,536 (58.53%)	0 (0.000%)	50,847 (0.465%)	213,844 (1.955%)	881,309 (8.057%)	7,172,152 (65.57%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	3,201 (0.029%)	9,496 (0.087%)	0 (0.000%)	10 (0.000%)	25 (0.000%)	73 (0.001%)	0 (0.000%)	0 (0.000%)	318,467 (4.108%)	/dlst/tmp-Revio/r84065_20240816_101620/1_C01/hifi_reads/m84065_240816_141825_s3.hifi_reads.bc2029.bam	60b892bc-b10e-45c4-aaae-43322526606a		2,657,106 (24.29%)	1,119 (0.010%)	201 (0.002%)	7,433,210	112,715,741,092	15,163	15,029	15,029	36	11	318,347	5,224,705,396	16,411	16,276	17	5,497,712	77,372,914,557	14,073	13,985	39	105,094,553,154 (93.2%)								/dlst/tmp-Revio/r84065_20240816_101620/1_C01/pb_formats/m84065_240816_141825_s3.hifi_reads.bc2029.consensusreadset.xml	Botry DNA pooling	2017-109-c
484	2017-106-A	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	114,579,744,747	6,359,843	m84065_240818_001030_s3	bc2035--bc2035	2017-106-A-Cell7 (2017-106-A)	6f6708ac-d773-491b-b94e-7730b5f5c22f	84065	Revio01-84065	c6e9ca15-b492-4189-b38c-02a6aedacc87	r84065_20240816_101620	1-20240816-20kb-8cell_Revio	admin	2024-08-16 09:06:27.825000+00:00	2024-08-16T10:17:05.6066221Z	2017-106-A	C01	otherWGS	0	225	21862	false	true	false	false	false	0	Revio sequencing control	18,383,780	6,635,103 (36.09%)	11,748,677 (63.91%)	0 (0.000%)	38,989 (0.332%)	279,729 (2.381%)	1,007,532 (8.576%)	7,647,923 (65.10%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	1 (0.000%)	0 (0.000%)	0 (0.000%)	3,321 (0.028%)	7,824 (0.067%)	0 (0.000%)	1 (0.000%)	17 (0.000%)	56 (0.000%)	0 (0.000%)	0 (0.000%)	344,044 (5.185%)	/dlst/tmp-Revio/r84065_20240816_101620/2_C01/hifi_reads/m84065_240818_001030_s3.hifi_reads.bc2035.bam	c472093c-7985-4e0f-85f1-eb3fd4c70ac1		2,800,482 (23.84%)	1,554 (0.013%)	237 (0.002%)	6,383,616	115,192,755,160	18,045	17,372	17,372	34	8	251,487	4,623,567,740	18,384	17,759	17	4,499,500	78,070,842,226	17,351	16,735	37	106,857,825,913 (92.8%)								/dlst/tmp-Revio/r84065_20240816_101620/2_C01/pb_formats/m84065_240818_001030_s3.hifi_reads.bc2035.consensusreadset.xml	Botry DNA pooling	2017-106-A
485	2017-111-P	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	102,724,569,452	7,619,795	m84065_240817_201141_s1	bc2031--bc2031	2017-111-P-Cell5 (2017-111-P)	022e1900-24fa-4f52-b68b-2d196045f41d	84065	Revio01-84065	b691ca24-2613-4b06-882f-4ab9021358f4	r84065_20240816_101620	1-20240816-20kb-8cell_Revio	admin	2024-08-16 09:06:27.825000+00:00	2024-08-16T10:17:05.6066221Z	2017-111-P	A01	otherWGS	0	225	22593	false	true	false	false	false	0	Revio sequencing control	19,014,774	7,945,494 (41.79%)	11,069,280 (58.21%)	0 (0.000%)	42,159 (0.381%)	221,084 (1.997%)	908,108 (8.204%)	7,225,377 (65.27%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2 (0.000%)	0 (0.000%)	0 (0.000%)	2,788 (0.025%)	7,222 (0.065%)	0 (0.000%)	0 (0.000%)	19 (0.000%)	43 (0.000%)	0 (0.000%)	0 (0.000%)	360,837 (4.541%)	/dlst/tmp-Revio/r84065_20240816_101620/2_A01/hifi_reads/m84065_240817_201141_s1.hifi_reads.bc2031.bam	4ceb1422-d5ce-48a5-9f8c-ea8536511685		2,703,116 (24.42%)	1,300 (0.012%)	219 (0.002%)	7,646,164	103,319,752,138	13,512	13,144	13,144	36	13	299,330	4,432,496,382	14,808	14,687	17	5,742,499	70,959,538,769	12,356	11,786	40	96,224,510,779 (93.1%)								/dlst/tmp-Revio/r84065_20240816_101620/2_A01/pb_formats/m84065_240817_201141_s1.hifi_reads.bc2031.consensusreadset.xml	Botry DNA pooling	2017-111-P
486	2017-105-O	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	110,945,719,689	6,599,757	m84065_240816_121858_s2	bc2028--bc2028	2017-105-O-Cell2 (2017-105-O)	d7ec5ff8-f9ea-4167-a679-99029403d011	84065	Revio01-84065	c0ec38cc-bdca-4e4b-bce1-1e2c1365dbdc	r84065_20240816_101620	1-20240816-20kb-8cell_Revio	admin	2024-08-16 09:06:27.825000+00:00	2024-08-16T10:17:05.6066221Z	2017-105-O	B01	otherWGS	0	225	19412	false	true	false	false	false	0	Revio sequencing control	18,326,680	6,896,073 (37.63%)	11,430,607 (62.37%)	0 (0.000%)	34,540 (0.302%)	256,587 (2.245%)	896,856 (7.846%)	7,524,035 (65.82%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,782 (0.024%)	6,385 (0.056%)	0 (0.000%)	0 (0.000%)	16 (0.000%)	66 (0.001%)	0 (0.000%)	0 (0.000%)	315,917 (4.581%)	/dlst/tmp-Revio/r84065_20240816_101620/1_B01/hifi_reads/m84065_240816_121858_s2.hifi_reads.bc2028.bam	ce22b377-aef6-4c29-9bce-14f7c2f5b021		2,742,176 (23.99%)	1,450 (0.013%)	254 (0.002%)	6,625,976	111,577,613,163	16,839	16,038	16,038	35	8	270,097	4,627,268,221	17,131	16,347	17	4,777,950	77,958,355,836	16,316	15,568	37	103,535,163,414 (92.8%)								/dlst/tmp-Revio/r84065_20240816_101620/1_B01/pb_formats/m84065_240816_121858_s2.hifi_reads.bc2028.consensusreadset.xml	Botry DNA pooling	2017-105-O
487	2017-112-9	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	88,821,192,683	5,029,340	m84065_240817_221106_s2	bc2032--bc2032	2017-112-9-Cell6 (2017-112-9)	fb648e0a-d534-4fd2-b7af-0f8299a471e6	84065	Revio01-84065	4c686d2b-773b-476e-8429-99cac760aeaa	r84065_20240816_101620	1-20240816-20kb-8cell_Revio	admin	2024-08-16 09:06:27.825000+00:00	2024-08-16T10:17:05.6066221Z	2017-112-9	B01	otherWGS	0	225	21474	false	true	false	false	false	0	Revio sequencing control	16,778,300	5,301,807 (31.60%)	11,476,493 (68.40%)	0 (0.000%)	26,339 (0.230%)	268,987 (2.344%)	1,324,941 (11.54%)	7,766,283 (67.67%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,412 (0.021%)	5,238 (0.046%)	0 (0.000%)	1 (0.000%)	13 (0.000%)	41 (0.000%)	0 (0.000%)	0 (0.000%)	172,192 (3.248%)	/dlst/tmp-Revio/r84065_20240816_101620/2_B01/hifi_reads/m84065_240817_221106_s2.hifi_reads.bc2032.bam	531795b1-32d8-4c33-ac6c-d2e32532d79a		2,106,495 (18.36%)	1,797 (0.016%)	285 (0.002%)	5,045,814	89,260,371,707	17,689	16,799	16,799	34	8	255,993	4,711,666,952	18,405	17,541	17	3,518,727	59,492,755,566	16,907	16,133	37	82,442,971,551 (92.4%)								/dlst/tmp-Revio/r84065_20240816_101620/2_B01/pb_formats/m84065_240817_221106_s2.hifi_reads.bc2032.consensusreadset.xml	Botry DNA pooling	2017-112-9
488	2017-104-G	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	100,934,349,446	7,005,888	m84065_240816_101936_s1	bc2027--bc2027	2017-104-G-Cell1 (2017-104-G)	016884f2-e449-4359-a890-cfbb5fad0c18	84065	Revio01-84065	891af649-84c4-462f-93b0-496decd72e72	r84065_20240816_101620	1-20240816-20kb-8cell_Revio	admin	2024-08-16 09:06:27.825000+00:00	2024-08-16T10:17:05.6066221Z	2017-104-G	A01	otherWGS	0	225	20766	false	true	false	false	false	0	Revio sequencing control	15,979,557	7,253,612 (45.39%)	8,725,945 (54.61%)	0 (0.000%)	44,573 (0.511%)	156,760 (1.796%)	703,787 (8.065%)	5,861,258 (67.17%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	3,154 (0.036%)	7,294 (0.084%)	0 (0.000%)	0 (0.000%)	20 (0.000%)	58 (0.001%)	0 (0.000%)	0 (0.000%)	291,199 (4.015%)	/dlst/tmp-Revio/r84065_20240816_101620/1_A01/hifi_reads/m84065_240816_101936_s1.hifi_reads.bc2027.bam	1841454c-4ef9-413a-9e0e-b3d3c0d1776d		1,992,116 (22.83%)	1,264 (0.014%)	233 (0.003%)	7,025,892	101,437,797,280	14,437	14,384	14,384	37	13	227,720	3,599,391,054	15,806	15,853	17	5,481,097	73,881,019,725	13,479	13,389	40	95,534,567,694 (94.2%)								/dlst/tmp-Revio/r84065_20240816_101620/1_A01/pb_formats/m84065_240816_101936_s1.hifi_reads.bc2027.consensusreadset.xml	Botry DNA pooling	2017-104-G
489	2017-131-A	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	98,784,331,264	5,681,856	m84210_240821_232842_s1	bc2054--bc2054	2017-131-A-Cell7 (2017-131-A)	d1d000e5-b6bc-40c1-ba21-84141b99a48d	84210	Revio02-84210	1adf6fa7-2724-45f5-ae03-d39f433034a3	r84210_20240820_093010	2-20240820-13kb-8cell_Revio	admin	2024-08-20 08:37:25.833000+00:00	2024-08-20T09:30:46.8094339Z	2017-131-A	C01	otherWGS	0	225	20638	false	true	false	false	false	0	Revio sequencing control	17,267,670	5,909,913 (34.23%)	11,357,757 (65.78%)	0 (0.000%)	38,418 (0.338%)	264,537 (2.329%)	1,233,896 (10.86%)	7,641,154 (67.28%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,927 (0.026%)	5,945 (0.052%)	0 (0.000%)	0 (0.000%)	8 (0.000%)	41 (0.000%)	0 (0.000%)	0 (0.000%)	236,143 (3.996%)	/dlst/tmp-Revio/r84210_20240820_093010/2_C01/hifi_reads/m84210_240821_232842_s1.hifi_reads.bc2054.bam	e313414a-a30c-46db-ab40-51114e01bccb		2,207,687 (19.44%)	1,359 (0.012%)	202 (0.002%)	5,697,820	99,228,815,672	17,415	16,588	16,588	35	8	212,093	3,773,999,795	17,794	16,988	17	4,172,855	70,350,408,365	16,859	16,098	38	92,763,532,266 (93.5%)								/dlst/tmp-Revio/r84210_20240820_093010/2_C01/pb_formats/m84210_240821_232842_s1.hifi_reads.bc2054.consensusreadset.xml	galdieria-phlegrea-629S	2017-131-A
490	2017-127-A	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	88,551,707,108	5,662,133	m84210_240820_153551_s2	bc2047--bc2047	2017-127-A-Cell4 (2017-127-A)	39993417-6381-4d2b-8006-298bc30fca76	84210	Revio02-84210	0a1a84e5-493c-49b7-8194-b8a3aaf208db	r84210_20240820_093010	2-20240820-13kb-8cell_Revio	admin	2024-08-20 08:37:25.833000+00:00	2024-08-20T09:30:46.8094339Z	2017-127-A	D01	otherWGS	0	225	19061	false	true	false	false	false	0	Revio sequencing control	17,479,177	5,896,367 (33.73%)	11,582,810 (66.27%)	0 (0.000%)	35,011 (0.302%)	268,122 (2.315%)	1,412,939 (12.20%)	7,680,841 (66.31%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	1 (0.000%)	0 (0.000%)	0 (0.000%)	3,304 (0.029%)	6,229 (0.054%)	0 (0.000%)	2 (0.000%)	11 (0.000%)	35 (0.000%)	0 (0.000%)	0 (0.000%)	476,389 (8.079%)	/dlst/tmp-Revio/r84210_20240820_093010/1_D01/hifi_reads/m84210_240820_153551_s2.hifi_reads.bc2047.bam	a45f6bea-905b-46d5-b4e9-ea90cd33c3e4		2,209,757 (19.08%)	1,328 (0.011%)	241 (0.002%)	5,683,351	89,043,457,419	15,667	14,887	14,887	36	9	213,016	3,374,708,312	15,842	15,054	17	4,216,687	64,506,897,248	15,298	14,559	38	83,572,866,909 (93.9%)								/dlst/tmp-Revio/r84210_20240820_093010/1_D01/pb_formats/m84210_240820_153551_s2.hifi_reads.bc2047.consensusreadset.xml	galdieria-phlegrea-629S	2017-127-A
491	galdieria-sulphuraria-DBV011	E-202407-21140	20240719_성균관대학교_윤환수2_de novo_1(이용성)	20240719_skku_YoonHwan Su_de novo_1	13,431,485,266	928,065	m84210_240820_113714_s4	bc2012--bc2012	skku_YoonHwan Su 4ea pool-Cell2 (galdieria-sulphuraria-DBV011)	345a7609-86ff-4f99-b518-bce171fea9f7	84210	Revio02-84210	cc1e5726-d326-449e-8e91-79bd05e2ea7f	r84210_20240820_093010	2-20240820-13kb-8cell_Revio	admin	2024-08-20 08:37:25.833000+00:00	2024-08-20T09:30:46.8094339Z	skku_YoonHwan Su 4ea pool	B01	otherWGS	0	225	20146	false	true	false	false	false	0	Revio sequencing control	16,653,976	4,620,374 (27.74%)	12,033,602 (72.26%)	0 (0.000%)	33,647 (0.280%)	249,738 (2.075%)	1,472,153 (12.23%)	8,289,890 (68.89%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	1 (0.000%)	0 (0.000%)	0 (0.000%)	4,738 (0.039%)	7,933 (0.066%)	0 (0.000%)	2 (0.000%)	3 (0.000%)	151 (0.001%)	0 (0.000%)	0 (0.000%)	221,706 (4.798%)	/dlst/tmp-Revio/r84210_20240820_093010/1_B01/hifi_reads/m84210_240820_113714_s4.hifi_reads.bc2012.bam	5ad16545-46d4-4589-bed7-154b0dd51b75		2,007,294 (16.68%)	1,464 (0.012%)	234 (0.002%)	4,395,761	68,804,424,490	15,652	14,592	14,592	35	8	224,613	3,575,193,503	15,917	14,861	17	3,169,628	48,004,078,440	15,145	14,183	38	64,056,443,778 (93.1%)								/dlst/tmp-Revio/r84210_20240820_093010/1_B01/pb_formats/m84210_240820_113714_s4.hifi_reads.bc2012.consensusreadset.xml	galdieria-sulphuraria-DBV011	skku_YoonHwan Su 4ea pool
492	galdieria-phlegrea-629S	E-202407-21140	20240719_성균관대학교_윤환수2_de novo_1(이용성)	20240719_skku_YoonHwan Su_de novo_1	16,198,756,764	978,894	m84210_240820_113714_s4	bc2015--bc2015	skku_YoonHwan Su 4ea pool-Cell2 (galdieria-phlegrea-629S)	75837ebf-07cc-42e3-942a-b3ba83b12fdd	84210	Revio02-84210	cc1e5726-d326-449e-8e91-79bd05e2ea7f	r84210_20240820_093010	2-20240820-13kb-8cell_Revio	admin	2024-08-20 08:37:25.833000+00:00	2024-08-20T09:30:46.8094339Z	skku_YoonHwan Su 4ea pool	B01	otherWGS	0	225	20146	false	true	false	false	false	0	Revio sequencing control	16,653,976	4,620,374 (27.74%)	12,033,602 (72.26%)	0 (0.000%)	33,647 (0.280%)	249,738 (2.075%)	1,472,153 (12.23%)	8,289,890 (68.89%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	1 (0.000%)	0 (0.000%)	0 (0.000%)	4,738 (0.039%)	7,933 (0.066%)	0 (0.000%)	2 (0.000%)	3 (0.000%)	151 (0.001%)	0 (0.000%)	0 (0.000%)	221,706 (4.798%)	/dlst/tmp-Revio/r84210_20240820_093010/1_B01/hifi_reads/m84210_240820_113714_s4.hifi_reads.bc2015.bam	bc7b8687-fa8a-4193-957b-74ae14d136b4		2,007,294 (16.68%)	1,464 (0.012%)	234 (0.002%)	4,395,761	68,804,424,490	15,652	14,592	14,592	35	8	224,613	3,575,193,503	15,917	14,861	17	3,169,628	48,004,078,440	15,145	14,183	38	64,056,443,778 (93.1%)								/dlst/tmp-Revio/r84210_20240820_093010/1_B01/pb_formats/m84210_240820_113714_s4.hifi_reads.bc2015.consensusreadset.xml	galdieria-phlegrea-629S	skku_YoonHwan Su 4ea pool
